action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842067,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1ccc(C(=O)Nc2ccc(C)c(-n3cc(-c4cnc5cccnn45)cn3)c2)cc1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '18.25', 'le': '0.33', 'lle': '3.00', 'sei': '10.00'}",CHEMBL4791681,,CHEMBL4791681,7.71,0,http://www.openphacts.org/units/Nanomolar,3546863,=,1,1,=,,IC50,nM,,19.4,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,19.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842069,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2cccc(Cl)c2)cc1-n1cc(-c2cnc3cccnn23)cn1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '17.85', 'le': '0.34', 'lle': '2.85', 'sei': '9.93'}",CHEMBL4760801,,CHEMBL4760801,7.65,0,http://www.openphacts.org/units/Nanomolar,3546861,=,1,1,=,,IC50,nM,,22.2,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,22.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842070,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(F)cc2)cc1-n1cc(-c2cnc3cccnn23)cn1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '17.20', 'le': '0.31', 'lle': '2.81', 'sei': '9.20'}",CHEMBL4744950,,CHEMBL4744950,7.09,0,http://www.openphacts.org/units/Nanomolar,3546860,=,1,1,=,,IC50,nM,,80.9,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,80.9
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842072,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1-n1cc(-c2cnc3cccnn23)cn1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '15.42', 'le': '0.29', 'lle': '1.97', 'sei': '9.25'}",CHEMBL4750498,,CHEMBL4750498,7.13,0,http://www.openphacts.org/units/Nanomolar,3546858,=,1,1,=,,IC50,nM,,74.1,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,74.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842073,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-n1cc(-c2cnc3cccnn23)cn1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '17.45', 'le': '0.32', 'lle': '2.91', 'sei': '10.47'}",CHEMBL4762806,,CHEMBL4762806,8.07,0,http://www.openphacts.org/units/Nanomolar,3546857,=,1,1,=,,IC50,nM,,8.5,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,8.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842074,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(CN3CCCN(C)CC3)cc2)cc1-n1cc(-c2cnc3ccnn3c2)cn1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '11.92', 'le': '0.22', 'lle': '1.93', 'sei': '7.43'}",CHEMBL4753215,,CHEMBL4753215,6.21,0,http://www.openphacts.org/units/Nanomolar,3546856,=,1,1,=,,IC50,nM,,621.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,621.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842075,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(CN3CCOCC3)cc2)cc1-n1cc(-c2cnc3ccnn3c2)cn1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '11.37', 'le': '0.21', 'lle': '1.64', 'sei': '6.27'}",CHEMBL4779313,,CHEMBL4779313,5.61,0,http://www.openphacts.org/units/Nanomolar,3546855,=,1,1,=,,IC50,nM,,2436.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,2436.0
,,22842076,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(F)cc2)cc1-n1cc(-c2cnc3ccnn3c2)cn1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,,CHEMBL4749097,,CHEMBL4749097,,0,http://www.openphacts.org/units/Nanomolar,3546854,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842077,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1-n1cc(-c2cnc3ccnn3c2)cn1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '13.18', 'le': '0.24', 'lle': '0.93', 'sei': '7.90'}",CHEMBL4743038,,CHEMBL4743038,6.09,0,http://www.openphacts.org/units/Nanomolar,3546853,=,1,1,=,,IC50,nM,,803.7,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,803.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22842078,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '90.0'}]",CHEMBL4720019,Inhibition of BCR (unknown origin)/recombinant human N-terminal His-tagged ABL1 (27 to end residues) expressed in baculovirus infected Sf9 cells using ABLtide as substrate preincubated for 30 mins followed by substrate addition and measured after 1 hr in presence of ATP by kinase-Glo luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)Nc2ccc(C)c(-n3cc(-c4cnc5ccnn5c4)cn3)c2)cc1,,,CHEMBL4715809,Bioorg Med Chem Lett,2016,"{'bei': '14.41', 'le': '0.26', 'lle': '1.97', 'sei': '7.08'}",CHEMBL4741331,,CHEMBL4741331,6.12,0,http://www.openphacts.org/units/Nanomolar,3546852,=,1,1,=,,IC50,nM,,766.6,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,766.6
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707065,[],CHEMBL5108963,Inhibition of BCR-ABL phosphorylation in human K562 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '15.40', 'le': '0.28', 'lle': '3.01', 'sei': '8.81'}",CHEMBL941,IMATINIB,CHEMBL941,7.60,0,http://www.openphacts.org/units/Nanomolar,3852789,=,1,1,=,,IC50,nM,,25.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,25.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707066,[],CHEMBL5108963,Inhibition of BCR-ABL phosphorylation in human K562 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,,,CHEMBL5107965,Eur J Med Chem,2022,,CHEMBL5416410,,CHEMBL1421,,0,http://www.openphacts.org/units/Nanomolar,3852790,<,1,1,<,,IC50,nM,,1.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707069,[],CHEMBL5108965,Inhibition of BCR-ABL (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '17.00', 'le': '0.32', 'lle': '2.64', 'sei': '9.22'}",CHEMBL255863,NILOTINIB,CHEMBL255863,9.00,0,http://www.openphacts.org/units/Nanomolar,3852791,=,1,1,=,,IC50,nM,,1.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707070,[],CHEMBL5108965,Inhibition of BCR-ABL (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '16.82', 'le': '0.31', 'lle': '3.17', 'sei': '8.07'}",CHEMBL4297524,RADOTINIB,CHEMBL4297524,8.92,0,http://www.openphacts.org/units/Nanomolar,3852792,=,1,1,=,,IC50,nM,,1.2,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707071,[],CHEMBL5108965,Inhibition of BCR-ABL (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,CO[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '15.44', 'le': '0.29', 'lle': '4.69', 'sei': '7.81'}",CHEMBL384575,,CHEMBL384575,7.33,0,http://www.openphacts.org/units/Nanomolar,3852800,=,1,1,=,,IC50,nM,,47.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,47.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707072,[],CHEMBL5108965,Inhibition of BCR-ABL (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '16.69', 'le': '0.34', 'lle': '3.66', 'sei': '10.68'}",CHEMBL288441,BOSUTINIB,CHEMBL288441,8.85,0,http://www.openphacts.org/units/Nanomolar,3852810,=,1,1,=,,IC50,nM,,1.4,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707073,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5108966,Inhibition of BCR-ABL phosphorylation in human K562 cells incubated for 3 hrs by Western blot analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '15.86', 'le': '0.30', 'lle': '3.92', 'sei': '9.00'}",CHEMBL3545413,FLUMATINIB,CHEMBL3545413,8.92,0,http://www.openphacts.org/units/Nanomolar,3852793,=,1,1,=,,IC50,nM,,1.2,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707082,[],CHEMBL5108975,Inhibition of BCR-ABL (unknown origin) in presence of [gamma33P]-ATP and ATP by ELISA method,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '14.28', 'le': '0.27', 'lle': '2.85', 'sei': '8.31'}",CHEMBL206834,BAFETINIB,CHEMBL206834,8.24,0,http://www.openphacts.org/units/Nanomolar,3852795,=,1,1,=,,IC50,nM,,5.8,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,5.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24707093,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '4.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '4.0'}]",CHEMBL5108986,Inhibition of wild type BCR-ABL phosphorylation in mouse BaF3 cells incubated for 4 hrs by immunoblotting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,,,CHEMBL5107965,Eur J Med Chem,2022,"{'bei': '19.93', 'le': '0.37', 'lle': '4.07', 'sei': '12.72'}",CHEMBL4130229,VODOBATINIB,CHEMBL4130229,9.05,0,http://www.openphacts.org/units/Nanomolar,3852797,=,1,1,=,,IC50,nM,,0.9,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.9
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729001,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115322,Inhibition of wild type Bcr-Abl (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N1C[C@@H](n2cc(-c3ccc(N)nc3)nn2)C[C@H]1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '16.35', 'le': '0.32', 'lle': '4.25', 'sei': '7.04'}",CHEMBL5179613,,CHEMBL5179613,9.03,0,http://www.openphacts.org/units/Nanomolar,3857323,=,1,1,=,,IC50,nM,,0.94,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.94
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729002,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115322,Inhibition of wild type Bcr-Abl (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,,,BAO_0000190,BAO_0000224,protein format,Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '18.83', 'le': '0.37', 'lle': '5.37', 'sei': '7.68'}",CHEMBL5203239,,CHEMBL5203239,8.51,0,http://www.openphacts.org/units/Nanomolar,3857324,=,1,1,=,,IC50,nM,,3.11,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,3.11
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729003,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115322,Inhibition of wild type Bcr-Abl (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,,,BAO_0000190,BAO_0000224,protein format,CC(=O)Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '17.13', 'le': '0.34', 'lle': '4.95', 'sei': '7.43'}",CHEMBL5193726,,CHEMBL5193726,8.46,0,http://www.openphacts.org/units/Nanomolar,3857325,=,1,1,=,,IC50,nM,,3.45,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,3.45
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729004,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115322,Inhibition of wild type Bcr-Abl (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1)C1CC1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '17.67', 'le': '0.35', 'lle': '5.29', 'sei': '8.07'}",CHEMBL5182032,,CHEMBL5182032,9.19,0,http://www.openphacts.org/units/Nanomolar,3857326,=,1,1,=,,IC50,nM,,0.65,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.65
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729005,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115322,Inhibition of wild type Bcr-Abl (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)(C)C(=O)Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '13.77', 'le': '0.27', 'lle': '2.84', 'sei': '6.49'}",CHEMBL5202743,,CHEMBL5202743,7.38,0,http://www.openphacts.org/units/Nanomolar,3857327,=,1,1,=,,IC50,nM,,41.5,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,41.5
